Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Average Spend on Apparel ($/year),Type of Apparel Purchased,Primary Apparel Purchase Channel
663586,Male,19,5.9,Fat loss,768.93,Leisure,E-commerce Retailer
601708,Female,30,4.4,Endurance training,653.68,Performance,Physical Retailer
966651,Male,21,5.6000000000000005,Build muscle,994.25,Performance,E-commerce Retailer
161629,Male,32,5.8,Fat loss,757.68,Footwear,E-commerce Retailer
428184,Female,24,5.5,General health,737.13,Leisure,Physical Retailer
592734,Male,25,4.5,Build muscle,670.34,Performance,Physical Retailer
855195,Female,23,6.4,Build muscle,568.74,Leisure,E-commerce Retailer
390160,Female,22,6.1,Flexibility,737.35,Yoga,Brand Website
648248,Male,30,,Build muscle,742.03,Performance,Physical Retailer
920023,Male,18,6.9,Build muscle,677.95,Performance,E-commerce Retailer
313920,Male,28,4.3,Flexibility,684.55,Yoga,Physical Retailer
989765,Female,37,5.9,General health,428.45,Leisure,E-commerce Retailer
342804,Male,27,4.9,Endurance training,602.68,Leisure,E-commerce Retailer
476965,Male,29,6.4,General health,949.23,Accessories,E-commerce Retailer
560857,Male,30,6.0,Build muscle,719.92,Accessories,Physical Retailer
922827,Female,20,6.8,General health,721.08,Accessories,Physical Retailer
604492,Male,20,8.2,Fat loss,599.45,Performance,Brand Website
753983,Male,26,5.9,General health,798.15,Performance,E-commerce Retailer
515916,Female,32,7.1,Fat loss,385.36,Yoga,E-commerce Retailer
921052,Female,31,6.1,Endurance training,623.12,Performance,Physical Retailer
858574,Male,34,8.2,Fat loss,1020.76,Yoga,Physical Retailer
228148,Male,31,7.8,Fat loss,826.65,Accessories,Brand Website
906991,Male,27,6.0,General health,680.8,Footwear,E-commerce Retailer
586261,Female,35,5.4,Endurance training,675.94,Performance,E-commerce Retailer
455540,Male,28,5.6,Endurance training,889.27,Performance,E-commerce Retailer
292714,Male,25,7.699999999999999,Fat loss,994.8,Yoga,E-commerce Retailer
831899,Female,35,5.4,Fat loss,354.43,Footwear,E-commerce Retailer
383876,Female,31,6.9,General health,536.02,Accessories,E-commerce Retailer
359747,Male,27,5.0,General health,891.46,Outerwear,Physical Retailer
715650,Female,28,6.1,Endurance training,663.76,Accessories,Physical Retailer
523570,Female,29,3.6,Flexibility,595.82,Leisure,E-commerce Retailer
375987,Male,18,5.9,General health,900.08,Leisure,Physical Retailer
738353,Male,22,8.6,Fat loss,947.56,Performance,Physical Retailer
958158,Other,28,3.6,Endurance training,752.36,,Brand Website
117640,Male,24,5.7,Flexibility,667.15,Yoga,Physical Retailer
152528,Male,32,,Endurance training,672.38,Accessories,Physical Retailer
924845,Male,30,3.9,General health,690.68,Outerwear,Physical Retailer
359214,Female,31,5.1,Endurance training,360.16,Performance,Physical Retailer
939070,Male,25,6.6,Fat loss,836.39,Accessories,Physical Retailer
601108,Male,27,4.7,Build muscle,929.85,Footwear,Brand Website
734421,Male,31,6.199999999999999,Fat loss,962.2,Footwear,E-commerce Retailer
468501,Male,29,6.0,Flexibility,674.33,Footwear,Physical Retailer
824226,Female,30,4.4,Endurance training,532.9,Performance,Physical Retailer
250159,Female,31,5.8,Fat loss,651.2,Performance,Brand Website
272502,Male,29,5.4,Flexibility,897.01,Yoga,Physical Retailer
255576,Male,31,8.7,Fat loss,812.43,Performance,Physical Retailer
965291,Female,24,,Fat loss,783.16,Footwear,E-commerce Retailer
986089,Male,22,5.9,General health,795.53,Performance,E-commerce Retailer
111023,Male,30,3.8,General health,878.69,Leisure,Physical Retailer
645735,Other,22,7.8,Build muscle,632.19,Leisure,Physical Retailer
488043,Female,28,5.5,Fat loss,444.34,,Physical Retailer
386103,Male,22,6.6,Fat loss,573.42,Footwear,E-commerce Retailer
166203,Male,33,6.6,Build muscle,696.83,Performance,E-commerce Retailer
260775,Male,36,5.5,Fat loss,698.45,Footwear,Physical Retailer
109337,Male,24,9.0,Fat loss,743.84,Footwear,Physical Retailer
670715,Male,26,5.5,Build muscle,661.02,Leisure,E-commerce Retailer
614723,Male,23,8.3,Fat loss,719.97,Outerwear,E-commerce Retailer
423673,Male,24,6.0,Build muscle,572.84,Performance,Physical Retailer
464167,Female,24,8.2,Fat loss,591.7,Footwear,E-commerce Retailer
446809,Female,29,5.9,General health,794.1,Leisure,Physical Retailer
730075,Male,29,5.1,General health,544.22,Leisure,Physical Retailer
787281,Male,24,6.2,Build muscle,674.78,Performance,E-commerce Retailer
395451,Female,28,6.3,Build muscle,1064.52,Outerwear,Physical Retailer
520571,Male,25,6.1000000000000005,Build muscle,718.55,Performance,E-commerce Retailer
227016,Male,24,8.0,Fat loss,695.46,Accessories,Physical Retailer
891267,Other,30,6.8,Build muscle,744.39,Accessories,Physical Retailer
644447,Male,25,4.9,Fat loss,851.54,Performance,Brand Website
597562,Female,32,4.8,Build muscle,456.43,Leisure,Physical Retailer
802965,Other,20,5.3,General health,574.41,Performance,Physical Retailer
483934,Male,33,6.9,Build muscle,679.96,,E-commerce Retailer
992048,Male,26,4.9,Build muscle,797.31,Accessories,Physical Retailer
965184,Male,21,6.8,General health,794.69,Performance,E-commerce Retailer
417428,Female,30,,Build muscle,492.24,Performance,Physical Retailer
419187,Female,24,6.5,Build muscle,562.59,Accessories,E-commerce Retailer
790907,Female,36,6.9,Fat loss,619.09,Outerwear,Physical Retailer
983439,Male,35,5.2,Fat loss,1043.8,Footwear,Physical Retailer
182844,Female,23,6.5,General health,645.39,Outerwear,Physical Retailer
651820,Female,24,7.5,Build muscle,256.21,Performance,Physical Retailer
265421,Female,26,5.7,Fat loss,809.39,,Physical Retailer
222402,Female,23,7.199999999999999,Build muscle,609.33,Performance,Physical Retailer
218012,Female,33,4.7,Build muscle,495.82,Accessories,E-commerce Retailer
538661,Female,31,5.1,General health,433.13,Accessories,E-commerce Retailer
498929,Female,24,8.2,General health,553.08,Leisure,E-commerce Retailer
680466,Male,26,7.5,Build muscle,643.15,Performance,Physical Retailer
673695,Male,37,5.4,Fat loss,768.66,Leisure,E-commerce Retailer
563556,Female,21,,Build muscle,458.89,Performance,E-commerce Retailer
675278,Male,20,8.0,General health,1077.62,Performance,Physical Retailer
229473,Female,38,5.2,Build muscle,731.38,Outerwear,Physical Retailer
578007,Other,31,,Build muscle,858.7,Performance,Physical Retailer
944573,Female,28,6.5,Fat loss,611.98,Performance,Brand Website
517009,Male,25,6.300000000000001,Fat loss,639.45,Performance,Brand Website
418714,Male,22,9.8,Fat loss,903.02,Leisure,Brand Website
326156,Male,28,6.0,Build muscle,740.25,Accessories,E-commerce Retailer
268964,Female,34,6.9,Build muscle,347.41,Performance,Physical Retailer
625303,Female,30,5.4,Fat loss,217.77,Footwear,Physical Retailer
161813,Female,18,7.8,Build muscle,486.51,Performance,E-commerce Retailer
127712,Male,32,4.2,General health,642.83,Outerwear,E-commerce Retailer
724785,Female,18,9.4,Build muscle,1004.43,Performance,E-commerce Retailer
867214,Female,19,6.8,Fat loss,966.24,Performance,Physical Retailer
212816,Male,32,7.5,Endurance training,937.67,Performance,Physical Retailer
228778,Female,29,6.2,Build muscle,243.58,Accessories,Physical Retailer
686580,Male,32,6.0,Endurance training,703.26,Outerwear,Physical Retailer
385977,Male,28,4.1,General health,918.99,Performance,Physical Retailer
235230,Female,26,,Build muscle,560.39,Accessories,Physical Retailer
818040,Male,23,6.6,Flexibility,1134.97,Leisure,E-commerce Retailer
906741,Female,20,7.1000000000000005,Fat loss,773.56,Accessories,Brand Website
369114,Female,27,7.6000000000000005,Build muscle,645.48,Performance,Brand Website
434618,Female,20,6.4,Fat loss,422.03,Footwear,Brand Website
932972,Male,35,5.8,Build muscle,847.41,Yoga,E-commerce Retailer
251456,Male,32,3.0,General health,699.42,Leisure,Physical Retailer
904449,Female,18,5.0,General health,739.41,Performance,Physical Retailer
962312,Male,21,5.9,General health,476.96,Leisure,Brand Website
205570,Male,25,5.9,Flexibility,833.66,Footwear,Physical Retailer
370846,Male,28,6.9,General health,852.44,Performance,Brand Website
100404,Female,20,5.5,Endurance training,685.18,Outerwear,Physical Retailer
803286,Male,31,5.0,Build muscle,354.0,Performance,Brand Website
374907,Female,23,6.2,Fat loss,443.14,Accessories,E-commerce Retailer
773744,Female,18,,Build muscle,737.7,Performance,Physical Retailer
815460,Male,24,6.9,General health,843.75,Performance,E-commerce Retailer
984574,Male,29,8.100000000000001,Fat loss,843.4,Footwear,Physical Retailer
765220,Other,33,6.5,Build muscle,708.13,Leisure,Physical Retailer
335365,Female,23,7.699999999999999,Build muscle,502.67,Leisure,Brand Website
442786,Female,31,6.8,Build muscle,597.96,Outerwear,Physical Retailer
150612,Female,30,5.9,Fat loss,612.68,Performance,Physical Retailer
910006,Male,22,7.6000000000000005,Fat loss,871.21,Footwear,Physical Retailer
909956,Male,37,5.0,Endurance training,856.63,Performance,E-commerce Retailer
300244,Male,24,,Fat loss,772.69,Footwear,E-commerce Retailer
897348,Male,26,5.8,Endurance training,1074.61,Leisure,E-commerce Retailer
104809,Male,27,5.7,Build muscle,873.98,Outerwear,Brand Website
263273,Male,23,8.7,Build muscle,654.75,Performance,Physical Retailer
808690,Male,24,7.2,Fat loss,837.25,Footwear,Brand Website
244528,Female,21,8.5,Fat loss,934.85,Footwear,Physical Retailer
606964,Female,27,5.5,Build muscle,419.82,Performance,Physical Retailer
549613,Male,19,7.4,Build muscle,963.39,Outerwear,Brand Website
138765,Female,42,5.9,Build muscle,248.01,Performance,E-commerce Retailer
931538,Male,24,,Fat loss,448.63,Leisure,Physical Retailer
416076,Female,25,5.7,Build muscle,499.26,,Physical Retailer
943523,Male,23,7.6,Endurance training,739.1,,Brand Website
646237,Other,24,7.9,General health,647.34,Accessories,Physical Retailer
301152,Female,32,5.8,Build muscle,361.41,Accessories,E-commerce Retailer
399888,Male,26,5.0,Flexibility,829.27,,Physical Retailer
800903,Male,29,,Fat loss,1049.79,Yoga,E-commerce Retailer
994751,Male,38,,Endurance training,773.19,Leisure,Brand Website
192193,Male,19,6.1,Endurance training,893.72,Outerwear,Physical Retailer
136187,Male,27,6.3,Endurance training,920.74,Leisure,E-commerce Retailer
605950,Female,23,9.3,Fat loss,886.73,Outerwear,Physical Retailer
238311,Male,28,8.4,Fat loss,916.82,Performance,Brand Website
900921,Female,30,5.7,Build muscle,732.43,Outerwear,Physical Retailer
608153,Female,24,8.0,Build muscle,300.27,Yoga,Physical Retailer
289089,Male,22,6.4,Build muscle,603.13,Performance,E-commerce Retailer
686165,Female,32,,Build muscle,860.22,Accessories,E-commerce Retailer
536341,Male,20,5.7,Build muscle,848.79,Performance,E-commerce Retailer
412066,Female,29,4.5,Build muscle,458.94,Performance,Physical Retailer
718362,Male,22,7.3,General health,918.67,Outerwear,Physical Retailer
787409,Other,26,6.3,General health,534.4,Leisure,Physical Retailer
661419,Female,22,5.4,Flexibility,464.3,Outerwear,E-commerce Retailer
740053,Male,34,4.7,Fat loss,864.93,,E-commerce Retailer
960395,Male,27,6.0,General health,966.61,Performance,Brand Website
731172,Female,32,4.7,General health,622.08,Performance,Physical Retailer
225917,Female,28,6.699999999999999,Fat loss,839.44,Footwear,Physical Retailer
910717,Male,32,5.7,Build muscle,768.22,Footwear,Physical Retailer
399770,Male,30,4.5,Flexibility,730.01,Footwear,Physical Retailer
798168,Female,32,6.5,Fat loss,443.67,Footwear,Physical Retailer
581680,Male,21,7.699999999999999,Fat loss,791.62,Footwear,Brand Website
381342,Female,18,7.2,Build muscle,763.72,Performance,E-commerce Retailer
639542,Male,24,6.3999999999999995,Build muscle,831.0,Performance,E-commerce Retailer
144238,Male,23,8.0,General health,780.61,Yoga,E-commerce Retailer
101252,Female,22,6.2,Endurance training,336.84,Accessories,Brand Website
926196,Male,32,5.9,Build muscle,683.5,Performance,Physical Retailer
964141,Male,23,5.5,Build muscle,941.24,Outerwear,Physical Retailer
585450,Male,25,5.4,Fat loss,811.48,,Physical Retailer
415826,Male,27,7.4,Fat loss,773.83,Outerwear,Physical Retailer
421638,Female,31,6.6,Build muscle,691.66,Leisure,E-commerce Retailer
705605,Male,27,,General health,600.21,Performance,Brand Website
427359,Female,19,7.1000000000000005,Build muscle,958.9,Outerwear,E-commerce Retailer
702875,Female,21,6.3,Build muscle,908.97,Yoga,E-commerce Retailer
106949,Female,24,6.2,Endurance training,720.82,Performance,E-commerce Retailer
863185,Male,18,6.2,Build muscle,914.47,Performance,E-commerce Retailer
417537,Male,22,6.3,General health,938.37,Performance,Physical Retailer
828913,Female,29,4.5,General health,753.09,Leisure,E-commerce Retailer
762301,Female,23,7.1,General health,895.54,Performance,Physical Retailer
650222,Female,31,,Build muscle,649.1,Outerwear,E-commerce Retailer
880722,Male,27,5.3,Build muscle,587.48,Performance,Brand Website
555102,Male,28,6.7,Build muscle,854.78,Leisure,Physical Retailer
437889,Female,22,8.4,Fat loss,583.37,Footwear,Physical Retailer
576467,Female,35,5.4,General health,764.68,Performance,Physical Retailer
456600,Female,31,4.3,General health,789.13,Footwear,Physical Retailer
415557,Female,25,6.4,General health,700.87,Accessories,Physical Retailer
983671,Female,28,5.5,Flexibility,491.74,Performance,E-commerce Retailer
404462,Male,32,4.8,General health,668.28,Leisure,Physical Retailer
350875,Male,24,7.0,Build muscle,652.26,Performance,Physical Retailer
563389,Male,20,8.8,Build muscle,782.93,Performance,Physical Retailer
170390,Male,29,3.7,Endurance training,864.95,Footwear,Physical Retailer
807689,Female,32,5.5,Build muscle,723.71,Footwear,Physical Retailer
353490,Male,28,7.4,Build muscle,688.6,Performance,E-commerce Retailer
