Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Calorie Intake,Dietary Preferences,Average Spend per Meal Order
229473,Female,38,5.2,Build muscle,2632.0,,47.7
578007,Other,31,,Build muscle,2687.0,Low carb,44.52
944573,Female,28,6.5,Fat loss,1906.0,Low carb,39.78
517009,Male,25,6.300000000000001,Fat loss,1929.0,Low carb,36.62
418714,Male,22,9.8,Fat loss,1807.0,High protein,35.42
326156,Male,28,6.0,Build muscle,2637.0,Vegan,67.43
268964,Female,34,6.9,Build muscle,,,68.04
625303,Female,30,5.4,Fat loss,1911.0,Low carb,35.09
161813,Female,18,7.8,Build muscle,2596.0,,71.73
127712,Male,32,4.2,General health,2482.0,Low carb,53.52
724785,Female,18,9.4,Build muscle,2653.0,High protein,54.55
867214,Female,19,6.8,Fat loss,1682.0,High protein,37.45
212816,Male,32,7.5,Endurance training,2241.0,Vegan,44.76
228778,Female,29,6.2,Build muscle,2803.0,Whole foods,67.29
686580,Male,32,6.0,Endurance training,2284.0,Whole foods,55.19
385977,Male,28,4.1,General health,1826.0,Vegan,39.81
235230,Female,26,,Build muscle,2901.0,Low carb,52.81
818040,Male,23,6.6,Flexibility,1859.0,Whole foods,49.91
906741,Female,20,7.1000000000000005,Fat loss,1559.0,High protein,34.93
369114,Female,27,7.6000000000000005,Build muscle,2701.0,High protein,48.64
434618,Female,20,6.4,Fat loss,1749.0,Whole foods,39.78
932972,Male,35,5.8,Build muscle,2861.0,Vegan,57.7
251456,Male,32,3.0,General health,2380.0,Whole foods,54.54
904449,Female,18,5.0,General health,2169.0,Vegan,51.55
962312,Male,21,5.9,General health,2332.0,Whole foods,51.38
205570,Male,25,5.9,Flexibility,1651.0,Vegan,35.13
370846,Male,28,6.9,General health,1901.0,Low carb,41.65
100404,Female,20,5.5,Endurance training,2386.0,Whole foods,56.59
803286,Male,31,5.0,Build muscle,2987.0,High protein,60.07
374907,Female,23,6.2,Fat loss,1594.0,High protein,32.95
773744,Female,18,,Build muscle,2945.0,High protein,60.05
815460,Male,24,6.9,General health,2028.0,High protein,40.88
984574,Male,29,8.100000000000001,Fat loss,1624.0,Vegan,41.48
765220,Other,33,6.5,Build muscle,2757.0,High protein,
335365,Female,23,7.699999999999999,Build muscle,2821.0,High protein,55.12
442786,Female,31,6.8,Build muscle,2986.0,High protein,60.67
150612,Female,30,5.9,Fat loss,1868.0,High protein,41.01
910006,Male,22,7.6000000000000005,Fat loss,1925.0,Low carb,45.31
909956,Male,37,5.0,Endurance training,2235.0,High protein,42.27
300244,Male,24,,Fat loss,1661.0,Whole foods,49.65
897348,Male,26,5.8,Endurance training,2041.0,High protein,38.08
104809,Male,27,5.7,Build muscle,2775.0,High protein,61.15
263273,Male,23,8.7,Build muscle,2852.0,Whole foods,75.22
808690,Male,24,7.2,Fat loss,1567.0,Vegan,
244528,Female,21,8.5,Fat loss,1672.0,High protein,38.43
606964,Female,27,5.5,Build muscle,2991.0,Whole foods,71.44
549613,Male,19,7.4,Build muscle,2830.0,High protein,59.99
138765,Female,42,5.9,Build muscle,2624.0,Whole foods,62.64
931538,Male,24,,Fat loss,1669.0,Low carb,31.52
416076,Female,25,5.7,Build muscle,2546.0,Vegan,61.05
943523,Male,23,7.6,Endurance training,2260.0,Whole foods,56.44
646237,Other,24,7.9,General health,2016.0,Low carb,43.72
301152,Female,32,5.8,Build muscle,2804.0,Vegan,58.19
399888,Male,26,5.0,Flexibility,1623.0,Vegan,43.98
800903,Male,29,,Fat loss,1792.0,High protein,33.58
994751,Male,38,,Endurance training,2161.0,High protein,39.51
192193,Male,19,6.1,Endurance training,2200.0,High protein,52.1
136187,Male,27,6.3,Endurance training,2453.0,Whole foods,58.01
605950,Female,23,9.3,Fat loss,1901.0,Low carb,46.81
238311,Male,28,8.4,Fat loss,1961.0,Low carb,43.54
900921,Female,30,5.7,Build muscle,2774.0,High protein,53.72
608153,Female,24,8.0,Build muscle,2705.0,High protein,46.02
289089,Male,22,6.4,Build muscle,2539.0,Whole foods,62.15
686165,Female,32,,Build muscle,2772.0,High protein,54.32
536341,Male,20,5.7,Build muscle,2687.0,Vegan,62.79
412066,Female,29,4.5,Build muscle,2854.0,Whole foods,75.76
718362,Male,22,7.3,General health,1892.0,Whole foods,44.99
787409,Other,26,6.3,General health,1841.0,Whole foods,
661419,Female,22,5.4,Flexibility,1964.0,Whole foods,52.34
740053,Male,34,4.7,Fat loss,1878.0,Low carb,40.11
960395,Male,27,6.0,General health,1906.0,Whole foods,50.18
731172,Female,32,4.7,General health,2127.0,Low carb,29.14
225917,Female,28,6.699999999999999,Fat loss,1564.0,High protein,32.73
910717,Male,32,5.7,Build muscle,2864.0,High protein,50.33
399770,Male,30,4.5,Flexibility,1983.0,Whole foods,47.2
798168,Female,32,6.5,Fat loss,1634.0,Low carb,37.06
581680,Male,21,7.699999999999999,Fat loss,1993.0,High protein,43.56
381342,Female,18,7.2,Build muscle,2888.0,High protein,63.48
639542,Male,24,6.3999999999999995,Build muscle,2523.0,Whole foods,63.6
144238,Male,23,8.0,General health,2339.0,Whole foods,52.54
101252,Female,22,6.2,Endurance training,2061.0,Whole foods,38.73
926196,Male,32,5.9,Build muscle,2990.0,Vegan,63.77
964141,Male,23,5.5,Build muscle,2772.0,High protein,53.23
585450,Male,25,5.4,Fat loss,1728.0,Low carb,27.95
415826,Male,27,7.4,Fat loss,1519.0,Whole foods,31.59
421638,Female,31,6.6,Build muscle,2502.0,High protein,46.64
705605,Male,27,,General health,2220.0,Whole foods,53.7
427359,Female,19,7.1000000000000005,Build muscle,2717.0,High protein,57.92
702875,Female,21,6.3,Build muscle,2898.0,High protein,58.15
106949,Female,24,6.2,Endurance training,2306.0,Whole foods,64.89
863185,Male,18,6.2,Build muscle,2931.0,Low carb,
417537,Male,22,6.3,General health,1935.0,High protein,44.28
828913,Female,29,4.5,General health,2314.0,Whole foods,55.9
762301,Female,23,7.1,General health,1992.0,Low carb,42.02
650222,Female,31,,Build muscle,2572.0,High protein,48.35
880722,Male,27,5.3,Build muscle,,High protein,62.05
555102,Male,28,6.7,Build muscle,2860.0,Whole foods,71.19
437889,Female,22,8.4,Fat loss,1617.0,Low carb,30.0
576467,Female,35,5.4,General health,2465.0,Whole foods,59.72
456600,Female,31,4.3,General health,2008.0,Whole foods,47.42
415557,Female,25,6.4,General health,1833.0,Whole foods,48.81
983671,Female,28,5.5,Flexibility,2148.0,Vegan,40.39
404462,Male,32,4.8,General health,2117.0,Vegan,44.97
350875,Male,24,7.0,Build muscle,2619.0,High protein,54.72
563389,Male,20,8.8,Build muscle,2614.0,Vegan,58.18
170390,Male,29,3.7,Endurance training,2012.0,Whole foods,54.96
807689,Female,32,5.5,Build muscle,2568.0,Whole foods,66.05
353490,Male,28,7.4,Build muscle,2924.0,Whole foods,71.67
